# Knowledge skip list for RimTalk_GenKnowledge
# Format supported:
# 1) ProcessorId|logicalKey|defName|modPackageId
# 2) logicalKey only (e.g. thing:Beer)
# Comment prefixes: # // ;

ThingDefProcessor|thing:Apparel_BasicShirt|Apparel_BasicShirt|ludeon.rimworld
ThingDefProcessor|thing:Apparel_BowlerHat|Apparel_BowlerHat|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Cape|Apparel_Cape|ludeon.rimworld
ThingDefProcessor|thing:Apparel_ClothMask|Apparel_ClothMask|ludeon.rimworld
ThingDefProcessor|thing:Apparel_CollarShirt|Apparel_CollarShirt|ludeon.rimworld
ThingDefProcessor|thing:Apparel_CowboyHat|Apparel_CowboyHat|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Duster|Apparel_Duster|ludeon.rimworld
ThingDefProcessor|thing:Apparel_FirefoampopPack|Apparel_FirefoampopPack|ludeon.rimworld
ThingDefProcessor|thing:Apparel_FlakJacket|Apparel_FlakJacket|ludeon.rimworld
ThingDefProcessor|thing:Apparel_FlakPants|Apparel_FlakPants|ludeon.rimworld
ThingDefProcessor|thing:Apparel_FlakVest|Apparel_FlakVest|ludeon.rimworld
ThingDefProcessor|thing:Apparel_HatHood|Apparel_HatHood|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Jacket|Apparel_Jacket|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Pants|Apparel_Pants|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Parka|Apparel_Parka|ludeon.rimworld
ThingDefProcessor|thing:Apparel_PlateArmor|Apparel_PlateArmor|ludeon.rimworld
ThingDefProcessor|thing:Apparel_PowerArmor|Apparel_PowerArmor|ludeon.rimworld
ThingDefProcessor|thing:Apparel_PowerArmorHelmet|Apparel_PowerArmorHelmet|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Robe|Apparel_Robe|ludeon.rimworld
ThingDefProcessor|thing:Apparel_ShieldBelt|Apparel_ShieldBelt|ludeon.rimworld
ThingDefProcessor|thing:Apparel_SimpleHelmet|Apparel_SimpleHelmet|ludeon.rimworld
ThingDefProcessor|thing:Apparel_SmokepopBelt|Apparel_SmokepopBelt|ludeon.rimworld
ThingDefProcessor|thing:Apparel_TribalA|Apparel_TribalA|ludeon.rimworld
ThingDefProcessor|thing:Apparel_TribalHeaddress|Apparel_TribalHeaddress|ludeon.rimworld
ThingDefProcessor|thing:Apparel_Tuque|Apparel_Tuque|ludeon.rimworld
ThingDefProcessor|thing:Apparel_WarMask|Apparel_WarMask|ludeon.rimworld
ThingDefProcessor|thing:Apparel_WarVeil|Apparel_WarVeil|ludeon.rimworld
ThingDefProcessor|thing:Armchair|Armchair|ludeon.rimworld
ThingDefProcessor|thing:Autodoor|Autodoor|ludeon.rimworld
ThingDefProcessor|thing:Battery|Battery|ludeon.rimworld
ThingDefProcessor|thing:Bed|Bed|ludeon.rimworld
ThingDefProcessor|thing:Bedroll|Bedroll|ludeon.rimworld
ThingDefProcessor|thing:BedrollDouble|BedrollDouble|ludeon.rimworld
ThingDefProcessor|thing:Beer|Beer|ludeon.rimworld
ThingDefProcessor|thing:BilliardsTable|BilliardsTable|ludeon.rimworld
ThingDefProcessor|thing:BlocksGranite|BlocksGranite|ludeon.rimworld
ThingDefProcessor|thing:BlocksMarble|BlocksMarble|ludeon.rimworld
ThingDefProcessor|thing:BlocksSandstone|BlocksSandstone|ludeon.rimworld
ThingDefProcessor|thing:BlocksSlate|BlocksSlate|ludeon.rimworld
ThingDefProcessor|thing:Bookcase|Bookcase|ludeon.rimworld
ThingDefProcessor|thing:BookcaseSmall|BookcaseSmall|ludeon.rimworld
ThingDefProcessor|thing:Bow_Great|Bow_Great|ludeon.rimworld
ThingDefProcessor|thing:Bow_Recurve|Bow_Recurve|ludeon.rimworld
ThingDefProcessor|thing:Bow_Short|Bow_Short|ludeon.rimworld
ThingDefProcessor|thing:BurnedTree|BurnedTree|ludeon.rimworld
ThingDefProcessor|thing:BurningPowerCell|BurningPowerCell|ludeon.rimworld
ThingDefProcessor|thing:ChessTable|ChessTable|ludeon.rimworld
ThingDefProcessor|thing:ChunkGranite|ChunkGranite|ludeon.rimworld
ThingDefProcessor|thing:ChunkLimestone|ChunkLimestone|ludeon.rimworld
ThingDefProcessor|thing:ChunkMarble|ChunkMarble|ludeon.rimworld
ThingDefProcessor|thing:ChunkSandstone|ChunkSandstone|ludeon.rimworld
ThingDefProcessor|thing:ChunkSlagSteel|ChunkSlagSteel|ludeon.rimworld
ThingDefProcessor|thing:ChunkSlate|ChunkSlate|ludeon.rimworld
ThingDefProcessor|thing:Cloth|Cloth|ludeon.rimworld
ThingDefProcessor|thing:ComponentIndustrial|ComponentIndustrial|ludeon.rimworld
ThingDefProcessor|thing:ComponentSpacer|ComponentSpacer|ludeon.rimworld
ThingDefProcessor|thing:Cooler|Cooler|ludeon.rimworld
ThingDefProcessor|thing:Couch|Couch|ludeon.rimworld
ThingDefProcessor|thing:DevilstrandCloth|DevilstrandCloth|ludeon.rimworld
ThingDefProcessor|thing:DiningChair|DiningChair|ludeon.rimworld
ThingDefProcessor|thing:Door|Door|ludeon.rimworld
ThingDefProcessor|thing:DoubleBed|DoubleBed|ludeon.rimworld
ThingDefProcessor|thing:DoubleSleepingSpot|DoubleSleepingSpot|ludeon.rimworld
ThingDefProcessor|thing:EggBox|EggBox|ludeon.rimworld
ThingDefProcessor|thing:EndTable|EndTable|ludeon.rimworld
ThingDefProcessor|thing:Fence|Fence|ludeon.rimworld
ThingDefProcessor|thing:FenceGate|FenceGate|ludeon.rimworld
ThingDefProcessor|thing:FueledStove|FueledStove|ludeon.rimworld
ThingDefProcessor|thing:Glowstool|Glowstool|ludeon.rimworld
ThingDefProcessor|thing:Gun_AssaultRifle|Gun_AssaultRifle|ludeon.rimworld
ThingDefProcessor|thing:Gun_AutocannonTurret|Gun_AutocannonTurret|ludeon.rimworld
ThingDefProcessor|thing:Gun_Autopistol|Gun_Autopistol|ludeon.rimworld
ThingDefProcessor|thing:Gun_BoltActionRifle|Gun_BoltActionRifle|ludeon.rimworld
ThingDefProcessor|thing:Gun_ChainShotgun|Gun_ChainShotgun|ludeon.rimworld
ThingDefProcessor|thing:Gun_ChargeBlasterHeavy|Gun_ChargeBlasterHeavy|ludeon.rimworld
ThingDefProcessor|thing:Gun_ChargeLance|Gun_ChargeLance|ludeon.rimworld
ThingDefProcessor|thing:Gun_ChargeRifle|Gun_ChargeRifle|ludeon.rimworld
ThingDefProcessor|thing:Gun_DoomsdayRocket|Gun_DoomsdayRocket|ludeon.rimworld
ThingDefProcessor|thing:Gun_EmpLauncher|Gun_EmpLauncher|ludeon.rimworld
ThingDefProcessor|thing:Gun_HeavySMG|Gun_HeavySMG|ludeon.rimworld
ThingDefProcessor|thing:Gun_IncendiaryLauncher|Gun_IncendiaryLauncher|ludeon.rimworld
ThingDefProcessor|thing:Gun_LMG|Gun_LMG|ludeon.rimworld
ThingDefProcessor|thing:Gun_MachinePistol|Gun_MachinePistol|ludeon.rimworld
ThingDefProcessor|thing:Gun_Minigun|Gun_Minigun|ludeon.rimworld
ThingDefProcessor|thing:Gun_MiniTurret|Gun_MiniTurret|ludeon.rimworld
ThingDefProcessor|thing:Gun_Needle|Gun_Needle|ludeon.rimworld
ThingDefProcessor|thing:Gun_PumpShotgun|Gun_PumpShotgun|ludeon.rimworld
ThingDefProcessor|thing:Gun_Revolver|Gun_Revolver|ludeon.rimworld
ThingDefProcessor|thing:Gun_SmokeLauncher|Gun_SmokeLauncher|ludeon.rimworld
ThingDefProcessor|thing:Gun_SniperRifle|Gun_SniperRifle|ludeon.rimworld
ThingDefProcessor|thing:Gun_ThumpCannon|Gun_ThumpCannon|ludeon.rimworld
ThingDefProcessor|thing:Gun_TripleRocket|Gun_TripleRocket|ludeon.rimworld
ThingDefProcessor|thing:Gun_TurretFoam|Gun_TurretFoam|ludeon.rimworld
ThingDefProcessor|thing:Gun_TurretSniper|Gun_TurretSniper|ludeon.rimworld
ThingDefProcessor|thing:Heater|Heater|ludeon.rimworld
ThingDefProcessor|thing:HoopstoneRing|HoopstoneRing|ludeon.rimworld
ThingDefProcessor|thing:HospitalBed|HospitalBed|ludeon.rimworld
ThingDefProcessor|thing:Leather_Bear|Leather_Bear|ludeon.rimworld
ThingDefProcessor|thing:Leather_Bird|Leather_Bird|ludeon.rimworld
ThingDefProcessor|thing:Leather_Bluefur|Leather_Bluefur|ludeon.rimworld
ThingDefProcessor|thing:Leather_Camel|Leather_Camel|ludeon.rimworld
ThingDefProcessor|thing:Leather_Chinchilla|Leather_Chinchilla|ludeon.rimworld
ThingDefProcessor|thing:Leather_Dog|Leather_Dog|ludeon.rimworld
ThingDefProcessor|thing:Leather_Elephant|Leather_Elephant|ludeon.rimworld
ThingDefProcessor|thing:Leather_Fox|Leather_Fox|ludeon.rimworld
ThingDefProcessor|thing:Leather_GuineaPig|Leather_GuineaPig|ludeon.rimworld
ThingDefProcessor|thing:Leather_Heavy|Leather_Heavy|ludeon.rimworld
ThingDefProcessor|thing:Leather_Human|Leather_Human|ludeon.rimworld
ThingDefProcessor|thing:Leather_Light|Leather_Light|ludeon.rimworld
ThingDefProcessor|thing:Leather_Lizard|Leather_Lizard|ludeon.rimworld
ThingDefProcessor|thing:Leather_Panthera|Leather_Panthera|ludeon.rimworld
ThingDefProcessor|thing:Leather_Patch|Leather_Patch|ludeon.rimworld
ThingDefProcessor|thing:Leather_Pig|Leather_Pig|ludeon.rimworld
ThingDefProcessor|thing:Leather_Plain|Leather_Plain|ludeon.rimworld
ThingDefProcessor|thing:Leather_Rhinoceros|Leather_Rhinoceros|ludeon.rimworld
ThingDefProcessor|thing:Leather_Thrumbo|Leather_Thrumbo|ludeon.rimworld
ThingDefProcessor|thing:Leather_Wolf|Leather_Wolf|ludeon.rimworld
ThingDefProcessor|thing:Limestone|Limestone|ludeon.rimworld
ThingDefProcessor|thing:MealFine|MealFine|ludeon.rimworld
ThingDefProcessor|thing:MealFine_Meat|MealFine_Meat|ludeon.rimworld
ThingDefProcessor|thing:MealFine_Veg|MealFine_Veg|ludeon.rimworld
ThingDefProcessor|thing:MealLavish|MealLavish|ludeon.rimworld
ThingDefProcessor|thing:MealLavish_Meat|MealLavish_Meat|ludeon.rimworld
ThingDefProcessor|thing:MealLavish_Veg|MealLavish_Veg|ludeon.rimworld
ThingDefProcessor|thing:MealNutrientPaste|MealNutrientPaste|ludeon.rimworld
ThingDefProcessor|thing:MealSimple|MealSimple|ludeon.rimworld
ThingDefProcessor|thing:MealSurvivalPack|MealSurvivalPack|ludeon.rimworld
ThingDefProcessor|thing:Meat_Alpaca|Meat_Alpaca|ludeon.rimworld
ThingDefProcessor|thing:Meat_Alphabeaver|Meat_Alphabeaver|ludeon.rimworld
ThingDefProcessor|thing:Meat_Bear_Grizzly|Meat_Bear_Grizzly|ludeon.rimworld
ThingDefProcessor|thing:Meat_Bison|Meat_Bison|ludeon.rimworld
ThingDefProcessor|thing:Meat_Boomalope|Meat_Boomalope|ludeon.rimworld
ThingDefProcessor|thing:Meat_Boomrat|Meat_Boomrat|ludeon.rimworld
ThingDefProcessor|thing:Meat_Capybara|Meat_Capybara|ludeon.rimworld
ThingDefProcessor|thing:Meat_Caribou|Meat_Caribou|ludeon.rimworld
ThingDefProcessor|thing:Meat_Cassowary|Meat_Cassowary|ludeon.rimworld
ThingDefProcessor|thing:Meat_Cat|Meat_Cat|ludeon.rimworld
ThingDefProcessor|thing:Meat_Chicken|Meat_Chicken|ludeon.rimworld
ThingDefProcessor|thing:Meat_Chinchilla|Meat_Chinchilla|ludeon.rimworld
ThingDefProcessor|thing:Meat_Cobra|Meat_Cobra|ludeon.rimworld
ThingDefProcessor|thing:Meat_Cougar|Meat_Cougar|ludeon.rimworld
ThingDefProcessor|thing:Meat_Cow|Meat_Cow|ludeon.rimworld
ThingDefProcessor|thing:Meat_Deer|Meat_Deer|ludeon.rimworld
ThingDefProcessor|thing:Meat_Donkey|Meat_Donkey|ludeon.rimworld
ThingDefProcessor|thing:Meat_Dromedary|Meat_Dromedary|ludeon.rimworld
ThingDefProcessor|thing:Meat_Duck|Meat_Duck|ludeon.rimworld
ThingDefProcessor|thing:Meat_Elephant|Meat_Elephant|ludeon.rimworld
ThingDefProcessor|thing:Meat_Elk|Meat_Elk|ludeon.rimworld
ThingDefProcessor|thing:Meat_Fox_Fennec|Meat_Fox_Fennec|ludeon.rimworld
ThingDefProcessor|thing:Meat_Gazelle|Meat_Gazelle|ludeon.rimworld
ThingDefProcessor|thing:Meat_Goat|Meat_Goat|ludeon.rimworld
ThingDefProcessor|thing:Meat_GuineaPig|Meat_GuineaPig|ludeon.rimworld
ThingDefProcessor|thing:Meat_Hare|Meat_Hare|ludeon.rimworld
ThingDefProcessor|thing:Meat_Horse|Meat_Horse|ludeon.rimworld
ThingDefProcessor|thing:Meat_Human|Meat_Human|ludeon.rimworld
ThingDefProcessor|thing:Meat_Husky|Meat_Husky|ludeon.rimworld
ThingDefProcessor|thing:Meat_Ibex|Meat_Ibex|ludeon.rimworld
ThingDefProcessor|thing:Meat_Iguana|Meat_Iguana|ludeon.rimworld
ThingDefProcessor|thing:Meat_LabradorRetriever|Meat_LabradorRetriever|ludeon.rimworld
ThingDefProcessor|thing:Meat_Lynx|Meat_Lynx|ludeon.rimworld
ThingDefProcessor|thing:Meat_Megasloth|Meat_Megasloth|ludeon.rimworld
ThingDefProcessor|thing:Meat_Megaspider|Meat_Megaspider|ludeon.rimworld
ThingDefProcessor|thing:Meat_Monkey|Meat_Monkey|ludeon.rimworld
ThingDefProcessor|thing:Meat_Muffalo|Meat_Muffalo|ludeon.rimworld
ThingDefProcessor|thing:Meat_Panther|Meat_Panther|ludeon.rimworld
ThingDefProcessor|thing:Meat_Pig|Meat_Pig|ludeon.rimworld
ThingDefProcessor|thing:Meat_Raccoon|Meat_Raccoon|ludeon.rimworld
ThingDefProcessor|thing:Meat_Rat|Meat_Rat|ludeon.rimworld
ThingDefProcessor|thing:Meat_Rhinoceros|Meat_Rhinoceros|ludeon.rimworld
ThingDefProcessor|thing:Meat_Sheep|Meat_Sheep|ludeon.rimworld
ThingDefProcessor|thing:Meat_Squirrel|Meat_Squirrel|ludeon.rimworld
ThingDefProcessor|thing:Meat_Thrumbo|Meat_Thrumbo|ludeon.rimworld
ThingDefProcessor|thing:Meat_Tortoise|Meat_Tortoise|ludeon.rimworld
ThingDefProcessor|thing:Meat_Turkey|Meat_Turkey|ludeon.rimworld
ThingDefProcessor|thing:Meat_Warg|Meat_Warg|ludeon.rimworld
ThingDefProcessor|thing:Meat_Wolf_Timber|Meat_Wolf_Timber|ludeon.rimworld
ThingDefProcessor|thing:Meat_Yak|Meat_Yak|ludeon.rimworld
ThingDefProcessor|thing:Meat_YorkshireTerrier|Meat_YorkshireTerrier|ludeon.rimworld
ThingDefProcessor|thing:MedicineHerbal|MedicineHerbal|ludeon.rimworld
ThingDefProcessor|thing:MedicineIndustrial|MedicineIndustrial|ludeon.rimworld
ThingDefProcessor|thing:MedicineUltratech|MedicineUltratech|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_BreachAxe|MeleeWeapon_BreachAxe|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_Club|MeleeWeapon_Club|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_Gladius|MeleeWeapon_Gladius|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_Ikwa|MeleeWeapon_Ikwa|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_Knife|MeleeWeapon_Knife|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_LongSword|MeleeWeapon_LongSword|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_Mace|MeleeWeapon_Mace|ludeon.rimworld
ThingDefProcessor|thing:MeleeWeapon_Spear|MeleeWeapon_Spear|ludeon.rimworld
ThingDefProcessor|thing:Milk|Milk|ludeon.rimworld
ThingDefProcessor|thing:MineableComponentsIndustrial|MineableComponentsIndustrial|ludeon.rimworld
ThingDefProcessor|thing:MineableSteel|MineableSteel|ludeon.rimworld
ThingDefProcessor|thing:Novel|Novel|ludeon.rimworld
ThingDefProcessor|thing:OrnateDoor|OrnateDoor|ludeon.rimworld
ThingDefProcessor|thing:PassiveCooler|PassiveCooler|ludeon.rimworld
ThingDefProcessor|thing:Pemmican|Pemmican|ludeon.rimworld
ThingDefProcessor|thing:Plant_Agave|Plant_Agave|ludeon.rimworld
ThingDefProcessor|thing:Plant_Alocasia|Plant_Alocasia|ludeon.rimworld
ThingDefProcessor|thing:Plant_Astragalus|Plant_Astragalus|ludeon.rimworld
ThingDefProcessor|thing:Plant_Berry|Plant_Berry|ludeon.rimworld
ThingDefProcessor|thing:Plant_Brambles|Plant_Brambles|ludeon.rimworld
ThingDefProcessor|thing:Plant_Bush|Plant_Bush|ludeon.rimworld
ThingDefProcessor|thing:Plant_Chokevine|Plant_Chokevine|ludeon.rimworld
ThingDefProcessor|thing:Plant_Clivia|Plant_Clivia|ludeon.rimworld
ThingDefProcessor|thing:Plant_Corn|Plant_Corn|ludeon.rimworld
ThingDefProcessor|thing:Plant_Cotton|Plant_Cotton|ludeon.rimworld
ThingDefProcessor|thing:Plant_Dandelion|Plant_Dandelion|ludeon.rimworld
ThingDefProcessor|thing:Plant_Daylily|Plant_Daylily|ludeon.rimworld
ThingDefProcessor|thing:Plant_Devilstrand|Plant_Devilstrand|ludeon.rimworld
ThingDefProcessor|thing:Plant_Grass|Plant_Grass|ludeon.rimworld
ThingDefProcessor|thing:Plant_Haygrass|Plant_Haygrass|ludeon.rimworld
ThingDefProcessor|thing:Plant_Healroot|Plant_Healroot|ludeon.rimworld
ThingDefProcessor|thing:Plant_HealrootWild|Plant_HealrootWild|ludeon.rimworld
ThingDefProcessor|thing:Plant_Hops|Plant_Hops|ludeon.rimworld
ThingDefProcessor|thing:Plant_Moss|Plant_Moss|ludeon.rimworld
ThingDefProcessor|thing:Plant_PincushionCactus|Plant_PincushionCactus|ludeon.rimworld
ThingDefProcessor|thing:Plant_Potato|Plant_Potato|ludeon.rimworld
ThingDefProcessor|thing:Plant_Rafflesia|Plant_Rafflesia|ludeon.rimworld
ThingDefProcessor|thing:Plant_Rice|Plant_Rice|ludeon.rimworld
ThingDefProcessor|thing:Plant_Rose|Plant_Rose|ludeon.rimworld
ThingDefProcessor|thing:Plant_SaguaroCactus|Plant_SaguaroCactus|ludeon.rimworld
ThingDefProcessor|thing:Plant_ShrubLow|Plant_ShrubLow|ludeon.rimworld
ThingDefProcessor|thing:Plant_Strawberry|Plant_Strawberry|ludeon.rimworld
ThingDefProcessor|thing:Plant_TallGrass|Plant_TallGrass|ludeon.rimworld
ThingDefProcessor|thing:Plant_Timbershroom|Plant_Timbershroom|ludeon.rimworld
ThingDefProcessor|thing:Plant_Tinctoria|Plant_Tinctoria|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeBamboo|Plant_TreeBamboo|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeBirch|Plant_TreeBirch|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeCecropia|Plant_TreeCecropia|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeCocoa|Plant_TreeCocoa|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeCypress|Plant_TreeCypress|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeDrago|Plant_TreeDrago|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeMaple|Plant_TreeMaple|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeOak|Plant_TreeOak|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreePalm|Plant_TreePalm|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreePine|Plant_TreePine|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreePoplar|Plant_TreePoplar|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeTeak|Plant_TreeTeak|ludeon.rimworld
ThingDefProcessor|thing:Plant_TreeWillow|Plant_TreeWillow|ludeon.rimworld
ThingDefProcessor|thing:PlantPot|PlantPot|ludeon.rimworld
ThingDefProcessor|thing:Plasteel|Plasteel|ludeon.rimworld
ThingDefProcessor|thing:PokerTable|PokerTable|ludeon.rimworld
ThingDefProcessor|thing:RawCorn|RawCorn|ludeon.rimworld
ThingDefProcessor|thing:RawPotatoes|RawPotatoes|ludeon.rimworld
ThingDefProcessor|thing:RawRice|RawRice|ludeon.rimworld
ThingDefProcessor|thing:Sandstone|Sandstone|ludeon.rimworld
ThingDefProcessor|thing:Schematic|Schematic|ludeon.rimworld
ThingDefProcessor|thing:SculptureGrand|SculptureGrand|ludeon.rimworld
ThingDefProcessor|thing:SculptureLarge|SculptureLarge|ludeon.rimworld
ThingDefProcessor|thing:SculptureSmall|SculptureSmall|ludeon.rimworld
ThingDefProcessor|thing:SleepingSpot|SleepingSpot|ludeon.rimworld
ThingDefProcessor|thing:SmoothedLimestone|SmoothedLimestone|ludeon.rimworld
ThingDefProcessor|thing:SmoothedSandstone|SmoothedSandstone|ludeon.rimworld
ThingDefProcessor|thing:Steel|Steel|ludeon.rimworld
ThingDefProcessor|thing:Stool|Stool|ludeon.rimworld
ThingDefProcessor|thing:Table1x2c|Table1x2c|ludeon.rimworld
ThingDefProcessor|thing:Table2x2c|Table2x2c|ludeon.rimworld
ThingDefProcessor|thing:Table2x4c|Table2x4c|ludeon.rimworld
ThingDefProcessor|thing:Table3x3c|Table3x3c|ludeon.rimworld
ThingDefProcessor|thing:TableButcher|TableButcher|ludeon.rimworld
ThingDefProcessor|thing:TableMachining|TableMachining|ludeon.rimworld
ThingDefProcessor|thing:TableSculpting|TableSculpting|ludeon.rimworld
ThingDefProcessor|thing:TableStonecutter|TableStonecutter|ludeon.rimworld
ThingDefProcessor|thing:TextBook|TextBook|ludeon.rimworld
ThingDefProcessor|thing:TorchLamp|TorchLamp|ludeon.rimworld
ThingDefProcessor|thing:TorchWallLamp|TorchWallLamp|ludeon.rimworld
ThingDefProcessor|thing:Urn|Urn|ludeon.rimworld
ThingDefProcessor|thing:WoodLog|WoodLog|ludeon.rimworld
ThingDefProcessor|thing:WoolAlpaca|WoolAlpaca|ludeon.rimworld
ThingDefProcessor|thing:WoolBison|WoolBison|ludeon.rimworld
ThingDefProcessor|thing:WoolMegasloth|WoolMegasloth|ludeon.rimworld
ThingDefProcessor|thing:WoolMuffalo|WoolMuffalo|ludeon.rimworld
ThingDefProcessor|thing:WoolSheep|WoolSheep|ludeon.rimworld
TraitDefProcessor|trait:Abrasive:0|Abrasive|ludeon.rimworld
TraitDefProcessor|trait:AnnoyingVoice:0|AnnoyingVoice|ludeon.rimworld
TraitDefProcessor|trait:Ascetic:0|Ascetic|ludeon.rimworld
TraitDefProcessor|trait:Asexual:0|Asexual|ludeon.rimworld
TraitDefProcessor|trait:Beauty:1|Beauty|ludeon.rimworld
TraitDefProcessor|trait:Beauty:-1|Beauty|ludeon.rimworld
TraitDefProcessor|trait:Beauty:2|Beauty|ludeon.rimworld
TraitDefProcessor|trait:Beauty:-2|Beauty|ludeon.rimworld
TraitDefProcessor|trait:Bisexual:0|Bisexual|ludeon.rimworld
TraitDefProcessor|trait:Bloodlust:0|Bloodlust|ludeon.rimworld
TraitDefProcessor|trait:BodyPurist:0|BodyPurist|ludeon.rimworld
TraitDefProcessor|trait:Brawler:0|Brawler|ludeon.rimworld
TraitDefProcessor|trait:Cannibal:0|Cannibal|ludeon.rimworld
TraitDefProcessor|trait:CreepyBreathing:0|CreepyBreathing|ludeon.rimworld
TraitDefProcessor|trait:DislikesMen:0|DislikesMen|ludeon.rimworld
TraitDefProcessor|trait:DislikesWomen:0|DislikesWomen|ludeon.rimworld
TraitDefProcessor|trait:DrugDesire:1|DrugDesire|ludeon.rimworld
TraitDefProcessor|trait:DrugDesire:-1|DrugDesire|ludeon.rimworld
TraitDefProcessor|trait:DrugDesire:2|DrugDesire|ludeon.rimworld
TraitDefProcessor|trait:FastLearner:0|FastLearner|ludeon.rimworld
TraitDefProcessor|trait:Gay:0|Gay|ludeon.rimworld
TraitDefProcessor|trait:Gourmand:0|Gourmand|ludeon.rimworld
